Entity,Code,Day,people_in_hospital
United Kingdom,GBR,2021-04-07,3019
United Kingdom,GBR,2021-04-08,2872
United Kingdom,GBR,2021-04-09,2793
United Kingdom,GBR,2021-04-10,2650
United Kingdom,GBR,2021-04-11,2549
United Kingdom,GBR,2021-04-12,2492
United Kingdom,GBR,2021-04-13,2408
United Kingdom,GBR,2021-04-14,2295
United Kingdom,GBR,2021-04-15,2195
United Kingdom,GBR,2021-04-16,2140
United Kingdom,GBR,2021-04-17,2035
United Kingdom,GBR,2021-04-18,1983
United Kingdom,GBR,2021-04-19,2007
United Kingdom,GBR,2021-04-20,1926
United Kingdom,GBR,2021-04-21,1893
United Kingdom,GBR,2021-04-22,1791
United Kingdom,GBR,2021-04-23,1749
United Kingdom,GBR,2021-04-24,1673
United Kingdom,GBR,2021-04-25,1626
United Kingdom,GBR,2021-04-26,1649
United Kingdom,GBR,2021-04-27,1572
United Kingdom,GBR,2021-04-28,1515
United Kingdom,GBR,2021-04-29,1464
United Kingdom,GBR,2021-04-30,1366
United Kingdom,GBR,2021-05-01,1287
United Kingdom,GBR,2021-05-02,1285
United Kingdom,GBR,2021-05-03,1303
United Kingdom,GBR,2021-05-04,1295
United Kingdom,GBR,2021-05-05,1238
United Kingdom,GBR,2021-05-06,1159
United Kingdom,GBR,2021-05-07,1157
United Kingdom,GBR,2021-05-08,1137
United Kingdom,GBR,2021-05-09,1118
United Kingdom,GBR,2021-05-10,1129
United Kingdom,GBR,2021-05-11,1106
United Kingdom,GBR,2021-05-12,1068
United Kingdom,GBR,2021-05-13,1001
United Kingdom,GBR,2021-05-14,976
United Kingdom,GBR,2021-05-15,966
United Kingdom,GBR,2021-05-16,941
United Kingdom,GBR,2021-05-17,943
United Kingdom,GBR,2021-05-18,898
United Kingdom,GBR,2021-05-19,918
United Kingdom,GBR,2021-05-20,912
United Kingdom,GBR,2021-05-21,922
United Kingdom,GBR,2021-05-22,887
United Kingdom,GBR,2021-05-23,924
United Kingdom,GBR,2021-05-24,960
United Kingdom,GBR,2021-05-25,921
United Kingdom,GBR,2021-05-26,895
United Kingdom,GBR,2021-05-27,872
United Kingdom,GBR,2021-05-28,886
United Kingdom,GBR,2021-05-29,887
United Kingdom,GBR,2021-05-30,907
United Kingdom,GBR,2021-05-31,929
United Kingdom,GBR,2021-06-01,930
United Kingdom,GBR,2021-06-02,961
United Kingdom,GBR,2021-06-03,938
United Kingdom,GBR,2021-06-04,965
United Kingdom,GBR,2021-06-05,938
United Kingdom,GBR,2021-06-06,964
United Kingdom,GBR,2021-06-07,1035
United Kingdom,GBR,2021-06-08,1057
United Kingdom,GBR,2021-06-09,1064
United Kingdom,GBR,2021-06-10,1095
United Kingdom,GBR,2021-06-11,1077
United Kingdom,GBR,2021-06-12,1106
United Kingdom,GBR,2021-06-13,1141
United Kingdom,GBR,2021-06-14,1182
United Kingdom,GBR,2021-06-15,1233
United Kingdom,GBR,2021-06-16,1258
United Kingdom,GBR,2021-06-17,1323
United Kingdom,GBR,2021-06-18,1365
United Kingdom,GBR,2021-06-19,1350
United Kingdom,GBR,2021-06-20,1385
United Kingdom,GBR,2021-06-21,1519
United Kingdom,GBR,2021-06-22,1543
United Kingdom,GBR,2021-06-23,1497
United Kingdom,GBR,2021-06-24,1518
United Kingdom,GBR,2021-06-25,1539
United Kingdom,GBR,2021-06-26,1546
United Kingdom,GBR,2021-06-27,1607
United Kingdom,GBR,2021-06-28,1745
United Kingdom,GBR,2021-06-29,1748
United Kingdom,GBR,2021-06-30,1827
United Kingdom,GBR,2021-07-01,1937
United Kingdom,GBR,2021-07-02,2014
United Kingdom,GBR,2021-07-03,2058
United Kingdom,GBR,2021-07-04,2178
United Kingdom,GBR,2021-07-05,2364
United Kingdom,GBR,2021-07-06,2486
United Kingdom,GBR,2021-07-07,2681
United Kingdom,GBR,2021-07-08,2768
United Kingdom,GBR,2021-07-09,2939
United Kingdom,GBR,2021-07-10,3036
United Kingdom,GBR,2021-07-11,3182
United Kingdom,GBR,2021-07-12,3458
United Kingdom,GBR,2021-07-13,3673
United Kingdom,GBR,2021-07-14,3857
United Kingdom,GBR,2021-07-15,4038
United Kingdom,GBR,2021-07-16,4151
United Kingdom,GBR,2021-07-17,4231
United Kingdom,GBR,2021-07-18,4347
United Kingdom,GBR,2021-07-19,4651
United Kingdom,GBR,2021-07-20,4742
United Kingdom,GBR,2021-07-21,4930
United Kingdom,GBR,2021-07-22,5102
United Kingdom,GBR,2021-07-23,5312
United Kingdom,GBR,2021-07-24,5379
United Kingdom,GBR,2021-07-25,5648
United Kingdom,GBR,2021-07-26,6004
United Kingdom,GBR,2021-07-27,6097
United Kingdom,GBR,2021-07-28,6107
United Kingdom,GBR,2021-07-29,5986
United Kingdom,GBR,2021-07-30,6019
United Kingdom,GBR,2021-07-31,5958
United Kingdom,GBR,2021-08-01,5982
United Kingdom,GBR,2021-08-02,6215
United Kingdom,GBR,2021-08-03,6006
United Kingdom,GBR,2021-08-04,5792
United Kingdom,GBR,2021-08-05,5755
United Kingdom,GBR,2021-08-06,5752
United Kingdom,GBR,2021-08-07,5703
United Kingdom,GBR,2021-08-08,5857
United Kingdom,GBR,2021-08-09,6018
United Kingdom,GBR,2021-08-10,6020
United Kingdom,GBR,2021-08-11,6005
United Kingdom,GBR,2021-08-12,5959
United Kingdom,GBR,2021-08-13,5987
United Kingdom,GBR,2021-08-14,5884
United Kingdom,GBR,2021-08-15,6046
United Kingdom,GBR,2021-08-16,6383
United Kingdom,GBR,2021-08-17,6407
United Kingdom,GBR,2021-08-18,6465
United Kingdom,GBR,2021-08-19,6509
United Kingdom,GBR,2021-08-20,6520
United Kingdom,GBR,2021-08-21,6531
United Kingdom,GBR,2021-08-22,6749
United Kingdom,GBR,2021-08-23,7019
United Kingdom,GBR,2021-08-24,6961
United Kingdom,GBR,2021-08-25,6986
United Kingdom,GBR,2021-08-26,7031
United Kingdom,GBR,2021-08-27,7084
United Kingdom,GBR,2021-08-28,6979
United Kingdom,GBR,2021-08-29,7110
United Kingdom,GBR,2021-08-30,7339
United Kingdom,GBR,2021-08-31,7677
United Kingdom,GBR,2021-09-01,7681
United Kingdom,GBR,2021-09-02,7621
United Kingdom,GBR,2021-09-03,7670
United Kingdom,GBR,2021-09-04,7555
United Kingdom,GBR,2021-09-05,7750
United Kingdom,GBR,2021-09-06,8036
United Kingdom,GBR,2021-09-07,7980
United Kingdom,GBR,2021-09-08,8136
United Kingdom,GBR,2021-09-09,8145
United Kingdom,GBR,2021-09-10,8316
United Kingdom,GBR,2021-09-11,8144
United Kingdom,GBR,2021-09-12,8254
United Kingdom,GBR,2021-09-13,8477
United Kingdom,GBR,2021-09-14,8400
United Kingdom,GBR,2021-09-15,8406
United Kingdom,GBR,2021-09-16,8123
United Kingdom,GBR,2021-09-17,7916
United Kingdom,GBR,2021-09-18,7706
United Kingdom,GBR,2021-09-19,7758
United Kingdom,GBR,2021-09-20,7810
United Kingdom,GBR,2021-09-21,7637
United Kingdom,GBR,2021-09-22,7430
United Kingdom,GBR,2021-09-23,7180
United Kingdom,GBR,2021-09-24,6929
United Kingdom,GBR,2021-09-25,6975
United Kingdom,GBR,2021-09-26,6836
United Kingdom,GBR,2021-09-27,7067
United Kingdom,GBR,2021-09-28,7050
United Kingdom,GBR,2021-09-29,6936
United Kingdom,GBR,2021-09-30,6792
United Kingdom,GBR,2021-10-01,6623
United Kingdom,GBR,2021-10-02,6475
United Kingdom,GBR,2021-10-03,6632
United Kingdom,GBR,2021-10-04,6822
United Kingdom,GBR,2021-10-05,6898
United Kingdom,GBR,2021-10-06,6883
United Kingdom,GBR,2021-10-07,6832
United Kingdom,GBR,2021-10-08,6810
United Kingdom,GBR,2021-10-09,6754
United Kingdom,GBR,2021-10-10,6926
United Kingdom,GBR,2021-10-11,7080
United Kingdom,GBR,2021-10-12,7108
United Kingdom,GBR,2021-10-13,7122
United Kingdom,GBR,2021-10-14,7180
United Kingdom,GBR,2021-10-15,7192
United Kingdom,GBR,2021-10-16,7218
United Kingdom,GBR,2021-10-17,7489
United Kingdom,GBR,2021-10-18,7857
United Kingdom,GBR,2021-10-19,8005
United Kingdom,GBR,2021-10-20,8261
United Kingdom,GBR,2021-10-21,8355
United Kingdom,GBR,2021-10-22,8338
United Kingdom,GBR,2021-10-23,8331
United Kingdom,GBR,2021-10-24,8500
United Kingdom,GBR,2021-10-25,8823
United Kingdom,GBR,2021-10-26,8939
United Kingdom,GBR,2021-10-27,9043
United Kingdom,GBR,2021-10-28,9121
United Kingdom,GBR,2021-10-29,9216
United Kingdom,GBR,2021-10-30,9267
United Kingdom,GBR,2021-10-31,9422
United Kingdom,GBR,2021-11-01,9665
United Kingdom,GBR,2021-11-02,9648
United Kingdom,GBR,2021-11-03,9431
United Kingdom,GBR,2021-11-04,9284
United Kingdom,GBR,2021-11-05,9083
United Kingdom,GBR,2021-11-06,8837
United Kingdom,GBR,2021-11-07,8857
United Kingdom,GBR,2021-11-08,9005
United Kingdom,GBR,2021-11-09,8953
United Kingdom,GBR,2021-11-10,8880
United Kingdom,GBR,2021-11-11,8727
United Kingdom,GBR,2021-11-12,8632
United Kingdom,GBR,2021-11-13,8496
United Kingdom,GBR,2021-11-14,8580
United Kingdom,GBR,2021-11-15,8737
United Kingdom,GBR,2021-11-16,8457
United Kingdom,GBR,2021-11-17,8207
United Kingdom,GBR,2021-11-18,8105
United Kingdom,GBR,2021-11-19,8053
United Kingdom,GBR,2021-11-20,7927
United Kingdom,GBR,2021-11-21,8021
United Kingdom,GBR,2021-11-22,8114
United Kingdom,GBR,2021-11-23,7893
United Kingdom,GBR,2021-11-24,7641
Wales,,2020-03-23,110
Wales,,2020-03-24,150
Wales,,2020-03-25,188
Wales,,2020-03-26,203
Wales,,2020-03-27,243
Wales,,2020-03-28,310
Wales,,2020-03-29,329
Wales,,2020-03-30,387
Wales,,2020-03-31,439
Wales,,2020-04-01,483
Wales,,2020-04-02,525
Wales,,2020-04-03,568
Wales,,2020-04-04,596
Wales,,2020-04-05,664
Wales,,2020-04-06,731
Wales,,2020-04-07,738
Wales,,2020-04-08,816
Wales,,2020-04-09,795
Wales,,2020-04-10,833
Wales,,2020-04-11,865
Wales,,2020-04-12,910
Wales,,2020-04-13,897
Wales,,2020-04-14,919
Wales,,2020-04-15,884
Wales,,2020-04-16,844
Wales,,2020-04-17,825
Wales,,2020-04-18,818
Wales,,2020-04-19,828
Wales,,2020-04-20,853
Wales,,2020-04-21,838
Wales,,2020-04-22,773
Wales,,2020-04-23,741
Wales,,2020-04-24,743
Wales,,2020-04-25,719
Wales,,2020-04-26,710
Wales,,2020-04-27,734
Wales,,2020-04-28,676
Wales,,2020-04-29,664
Wales,,2020-04-30,643
Wales,,2020-05-01,529
Wales,,2020-05-02,521
Wales,,2020-05-03,539
Wales,,2020-05-04,538
Wales,,2020-05-05,501
Wales,,2020-05-06,478
Wales,,2020-05-07,470
Wales,,2020-05-08,416
Wales,,2020-05-09,448
Wales,,2020-05-10,461
Wales,,2020-05-11,465
Wales,,2020-05-12,425
Wales,,2020-05-13,394
Wales,,2020-05-14,364
Wales,,2020-05-15,336
Wales,,2020-05-16,378
Wales,,2020-05-17,373
Wales,,2020-05-18,356
Wales,,2020-05-19,329
Wales,,2020-05-20,324
Wales,,2020-05-21,309
Wales,,2020-05-22,385
Wales,,2020-05-23,383
Wales,,2020-05-24,393
Wales,,2020-05-25,380
Wales,,2020-05-26,436
Wales,,2020-05-27,425
Wales,,2020-05-28,438
Wales,,2020-05-29,431
Wales,,2020-05-30,423
Wales,,2020-05-31,433
Wales,,2020-06-01,431
Wales,,2020-06-02,427
Wales,,2020-06-03,399
Wales,,2020-06-04,395
Wales,,2020-06-05,392
Wales,,2020-06-06,404
Wales,,2020-06-07,383
Wales,,2020-06-08,352
Wales,,2020-06-09,341
Wales,,2020-06-10,319
Wales,,2020-06-11,315
Wales,,2020-06-12,294
Wales,,2020-06-13,291
Wales,,2020-06-14,293
Wales,,2020-06-15,306
Wales,,2020-06-16,303
Wales,,2020-06-17,288
Wales,,2020-06-18,285
Wales,,2020-06-19,276
Wales,,2020-06-20,271
Wales,,2020-06-21,280
Wales,,2020-06-22,297
Wales,,2020-06-23,281
Wales,,2020-06-24,270
Wales,,2020-06-25,265
Wales,,2020-06-26,254
Wales,,2020-06-27,232
Wales,,2020-06-28,246
Wales,,2020-06-29,235
Wales,,2020-06-30,234
Wales,,2020-07-01,218
Wales,,2020-07-02,206
Wales,,2020-07-03,198
Wales,,2020-07-04,190
Wales,,2020-07-05,187
Wales,,2020-07-06,186
Wales,,2020-07-07,181
Wales,,2020-07-08,177
Wales,,2020-07-09,172
Wales,,2020-07-10,133
Wales,,2020-07-11,127
Wales,,2020-07-12,133
Wales,,2020-07-13,140
Wales,,2020-07-14,136
Wales,,2020-07-15,131
Wales,,2020-07-16,136
Wales,,2020-07-17,119
Wales,,2020-07-18,125
Wales,,2020-07-19,113
Wales,,2020-07-20,130
Wales,,2020-07-21,118
Wales,,2020-07-22,123
Wales,,2020-07-23,132
Wales,,2020-07-24,132
Wales,,2020-07-25,129
Wales,,2020-07-26,127
Wales,,2020-07-27,130
Wales,,2020-07-28,136
Wales,,2020-07-29,137
Wales,,2020-07-30,132
Wales,,2020-07-31,116
Wales,,2020-08-01,124
Wales,,2020-08-02,116
Wales,,2020-08-03,119
Wales,,2020-08-04,115
Wales,,2020-08-05,105
Wales,,2020-08-06,103
Wales,,2020-08-07,96
Wales,,2020-08-08,88
Wales,,2020-08-09,82
Wales,,2020-08-10,78
Wales,,2020-08-11,69
Wales,,2020-08-12,69
Wales,,2020-08-13,68
Wales,,2020-08-14,70
Wales,,2020-08-15,69
Wales,,2020-08-16,71
Wales,,2020-08-17,71
Wales,,2020-08-18,61
Wales,,2020-08-19,60
Wales,,2020-08-20,59
Wales,,2020-08-21,55
Wales,,2020-08-22,52
Wales,,2020-08-23,51
Wales,,2020-08-24,50
Wales,,2020-08-25,48
Wales,,2020-08-26,48
Wales,,2020-08-27,41
Wales,,2020-08-28,41
Wales,,2020-08-29,42
Wales,,2020-08-30,47
Wales,,2020-08-31,42
Wales,,2020-09-01,43
Wales,,2020-09-02,42
Wales,,2020-09-03,38
Wales,,2020-09-04,35
Wales,,2020-09-05,39
Wales,,2020-09-06,36
Wales,,2020-09-07,38
Wales,,2020-09-08,35
Wales,,2020-09-09,37
Wales,,2020-09-10,48
Wales,,2020-09-11,42
Wales,,2020-09-12,42
Wales,,2020-09-13,36
Wales,,2020-09-14,45
Wales,,2020-09-15,53
Wales,,2020-09-16,54
Wales,,2020-09-17,55
Wales,,2020-09-18,68
Wales,,2020-09-19,82
Wales,,2020-09-20,82
Wales,,2020-09-21,99
Wales,,2020-09-22,93
Wales,,2020-09-23,111
Wales,,2020-09-24,115
Wales,,2020-09-25,145
Wales,,2020-09-26,136
Wales,,2020-09-27,172
Wales,,2020-09-28,188
Wales,,2020-09-29,205
Wales,,2020-09-30,211
Wales,,2020-10-01,214
Wales,,2020-10-02,218
Wales,,2020-10-03,220
Wales,,2020-10-04,230
Wales,,2020-10-05,249
Wales,,2020-10-06,261
Wales,,2020-10-07,277
Wales,,2020-10-08,284
Wales,,2020-10-09,291
Wales,,2020-10-10,292
Wales,,2020-10-11,327
Wales,,2020-10-12,348
Wales,,2020-10-13,345
Wales,,2020-10-14,384
Wales,,2020-10-15,414
Wales,,2020-10-16,442
Wales,,2020-10-17,437
Wales,,2020-10-18,482
Wales,,2020-10-19,491
Wales,,2020-10-20,492
Wales,,2020-10-21,524
Wales,,2020-10-22,550
Wales,,2020-10-23,571
Wales,,2020-10-24,575
Wales,,2020-10-25,612
Wales,,2020-10-26,654
Wales,,2020-10-27,685
Wales,,2020-10-28,695
Wales,,2020-10-29,739
Wales,,2020-10-30,762
Wales,,2020-10-31,794
Wales,,2020-11-01,809
Wales,,2020-11-02,866
Wales,,2020-11-03,900
Wales,,2020-11-04,914
Wales,,2020-11-05,946
Wales,,2020-11-06,945
Wales,,2020-11-07,953
Wales,,2020-11-08,992
Wales,,2020-11-09,1030
Wales,,2020-11-10,1044
Wales,,2020-11-11,1054
Wales,,2020-11-12,1066
Wales,,2020-11-13,1060
Wales,,2020-11-14,1080
Wales,,2020-11-15,1104
Wales,,2020-11-16,1127
Wales,,2020-11-17,1143
Wales,,2020-11-18,1121
Wales,,2020-11-19,1140
Wales,,2020-11-20,1100
Wales,,2020-11-21,1125
Wales,,2020-11-22,1105
Wales,,2020-11-23,1150
Wales,,2020-11-24,1114
Wales,,2020-11-25,1128
Wales,,2020-11-26,1134
Wales,,2020-11-27,1129
Wales,,2020-11-28,1106
Wales,,2020-11-29,1125
Wales,,2020-11-30,1151
Wales,,2020-12-01,1171
Wales,,2020-12-02,1180
Wales,,2020-12-03,1187
Wales,,2020-12-04,1175
Wales,,2020-12-05,1167
Wales,,2020-12-06,1199
Wales,,2020-12-07,1208
Wales,,2020-12-08,1231
Wales,,2020-12-09,1280
Wales,,2020-12-10,1328
Wales,,2020-12-11,1385
Wales,,2020-12-12,1370
Wales,,2020-12-13,1425
Wales,,2020-12-14,1529
Wales,,2020-12-15,1525
Wales,,2020-12-16,1513
Wales,,2020-12-17,1573
Wales,,2020-12-18,1585
Wales,,2020-12-19,1605
Wales,,2020-12-20,1652
Wales,,2020-12-21,1683
Wales,,2020-12-22,1727
Wales,,2020-12-23,1720
Wales,,2020-12-24,1712
Wales,,2020-12-25,1597
Wales,,2020-12-26,1716
Wales,,2020-12-27,1782
Wales,,2020-12-28,1843
Wales,,2020-12-29,1892
Wales,,2020-12-30,1901
Wales,,2020-12-31,1880
Wales,,2021-01-01,1838
Wales,,2021-01-02,1937
Wales,,2021-01-03,1937
Wales,,2021-01-04,1966
Wales,,2021-01-05,1964
Wales,,2021-01-06,1914
Wales,,2021-01-07,1940
Wales,,2021-01-08,1936
Wales,,2021-01-09,1975
Wales,,2021-01-10,1983
Wales,,2021-01-11,1970
Wales,,2021-01-12,2009
Wales,,2021-01-13,1949
Wales,,2021-01-14,1881
Wales,,2021-01-15,1872
Wales,,2021-01-16,1860
Wales,,2021-01-17,1853
Wales,,2021-01-18,1931
Wales,,2021-01-19,1840
Wales,,2021-01-20,1867
Wales,,2021-01-21,1832
Wales,,2021-01-22,1823
Wales,,2021-01-23,1784
Wales,,2021-01-24,1816
Wales,,2021-01-25,1832
Wales,,2021-01-26,1809
Wales,,2021-01-27,1745
Wales,,2021-01-28,1722
Wales,,2021-01-29,1686
Wales,,2021-01-30,1643
Wales,,2021-01-31,1678
Wales,,2021-02-01,1638
Wales,,2021-02-02,1638
Wales,,2021-02-03,1598
Wales,,2021-02-04,1544
Wales,,2021-02-05,1507
Wales,,2021-02-06,1470
Wales,,2021-02-07,1424
Wales,,2021-02-08,1413
Wales,,2021-02-09,1392
Wales,,2021-02-10,1366
Wales,,2021-02-11,1371
Wales,,2021-02-12,1317
Wales,,2021-02-13,1302
Wales,,2021-02-14,1294
Wales,,2021-02-15,1312
Wales,,2021-02-16,1246
Wales,,2021-02-17,1199
Wales,,2021-02-18,1165
Wales,,2021-02-19,1171
Wales,,2021-02-20,1122
Wales,,2021-02-21,1137
Wales,,2021-02-22,1149
Wales,,2021-02-23,1116
Wales,,2021-02-24,1119
Wales,,2021-02-25,1057
Wales,,2021-02-26,1023
Wales,,2021-02-27,935
Wales,,2021-02-28,946
Wales,,2021-03-01,971
Wales,,2021-03-02,924
Wales,,2021-03-03,891
Wales,,2021-03-04,846
Wales,,2021-03-05,793
Wales,,2021-03-06,793
Wales,,2021-03-07,758
Wales,,2021-03-08,712
Wales,,2021-03-09,700
Wales,,2021-03-10,658
Wales,,2021-03-11,634
Wales,,2021-03-12,611
Wales,,2021-03-13,614
Wales,,2021-03-14,599
Wales,,2021-03-15,576
Wales,,2021-03-16,540
Wales,,2021-03-17,557
Wales,,2021-03-18,459
Wales,,2021-03-19,445
Wales,,2021-03-20,415
Wales,,2021-03-21,415
Wales,,2021-03-22,394
Wales,,2021-03-23,382
Wales,,2021-03-24,373
Wales,,2021-03-25,344
Wales,,2021-03-26,322
Wales,,2021-03-27,320
Wales,,2021-03-28,322
Wales,,2021-03-29,320
Wales,,2021-03-30,306
Wales,,2021-03-31,290
Wales,,2021-04-01,281
Wales,,2021-04-02,257
Wales,,2021-04-03,243
Wales,,2021-04-04,242
Wales,,2021-04-05,257
Wales,,2021-04-06,243
Wales,,2021-04-07,225
Wales,,2021-04-08,207
Wales,,2021-04-09,209
Wales,,2021-04-10,202
Wales,,2021-04-11,208
Wales,,2021-04-12,142
Wales,,2021-04-13,133
Wales,,2021-04-14,124
Wales,,2021-04-15,117
Wales,,2021-04-16,106
Wales,,2021-04-17,115
Wales,,2021-04-18,109
Wales,,2021-04-19,97
Wales,,2021-04-20,101
Wales,,2021-04-21,101
Wales,,2021-04-22,101
Wales,,2021-04-23,103
Wales,,2021-04-24,103
Wales,,2021-04-25,81
Wales,,2021-04-26,86
Wales,,2021-04-27,102
Wales,,2021-04-28,83
Wales,,2021-04-29,86
Wales,,2021-04-30,62
Wales,,2021-05-01,73
Wales,,2021-05-02,60
Wales,,2021-05-03,62
Wales,,2021-05-04,66
Wales,,2021-05-05,63
Wales,,2021-05-06,56
Wales,,2021-05-07,54
Wales,,2021-05-08,62
Wales,,2021-05-09,53
Wales,,2021-05-10,49
Wales,,2021-05-11,57
Wales,,2021-05-12,42
Wales,,2021-05-13,44
Wales,,2021-05-14,48
Wales,,2021-05-15,42
Wales,,2021-05-16,38
Wales,,2021-05-17,35
Wales,,2021-05-18,38
Wales,,2021-05-19,41
Wales,,2021-05-20,42
Wales,,2021-05-21,39
Wales,,2021-05-22,31
Wales,,2021-05-23,32
Wales,,2021-05-24,34
Wales,,2021-05-25,26
Wales,,2021-05-26,20
Wales,,2021-05-27,17
Wales,,2021-05-28,21
Wales,,2021-05-29,20
Wales,,2021-05-30,20
Wales,,2021-05-31,20
Wales,,2021-06-01,20
Wales,,2021-06-02,22
Wales,,2021-06-03,24
Wales,,2021-06-04,22
Wales,,2021-06-05,22
Wales,,2021-06-06,22
Wales,,2021-06-07,27
Wales,,2021-06-08,30
Wales,,2021-06-09,39
Wales,,2021-06-10,41
Wales,,2021-06-11,37
Wales,,2021-06-12,40
Wales,,2021-06-13,44
Wales,,2021-06-14,41
Wales,,2021-06-15,44
Wales,,2021-06-16,45
Wales,,2021-06-17,38
Wales,,2021-06-18,44
Wales,,2021-06-19,40
Wales,,2021-06-20,45
Wales,,2021-06-21,46
Wales,,2021-06-22,44
Wales,,2021-06-23,42
Wales,,2021-06-24,38
Wales,,2021-06-25,38
Wales,,2021-06-26,40
Wales,,2021-06-27,42
Wales,,2021-06-28,36
Wales,,2021-06-29,41
Wales,,2021-06-30,39
Wales,,2021-07-01,44
Wales,,2021-07-02,50
Wales,,2021-07-03,46
Wales,,2021-07-04,43
Wales,,2021-07-05,60
Wales,,2021-07-06,58
Wales,,2021-07-07,57
Wales,,2021-07-08,61
Wales,,2021-07-09,65
Wales,,2021-07-10,66
Wales,,2021-07-11,62
Wales,,2021-07-12,67
Wales,,2021-07-13,67
Wales,,2021-07-14,81
Wales,,2021-07-15,88
Wales,,2021-07-16,85
Wales,,2021-07-17,92
Wales,,2021-07-18,89
Wales,,2021-07-19,100
Wales,,2021-07-20,103
Wales,,2021-07-21,107
Wales,,2021-07-22,120
Wales,,2021-07-23,129
Wales,,2021-07-24,133
Wales,,2021-07-25,128
Wales,,2021-07-26,145
Wales,,2021-07-27,142
Wales,,2021-07-28,144
Wales,,2021-07-29,138
Wales,,2021-07-30,140
Wales,,2021-07-31,144
Wales,,2021-08-01,147
Wales,,2021-08-02,159
Wales,,2021-08-03,148
Wales,,2021-08-04,133
Wales,,2021-08-05,130
Wales,,2021-08-06,133
Wales,,2021-08-07,130
Wales,,2021-08-08,138
Wales,,2021-08-09,144
Wales,,2021-08-10,143
Wales,,2021-08-11,139
Wales,,2021-08-12,131
Wales,,2021-08-13,133
Wales,,2021-08-14,133
Wales,,2021-08-15,140
Wales,,2021-08-16,144
Wales,,2021-08-17,152
Wales,,2021-08-18,162
Wales,,2021-08-19,182
Wales,,2021-08-20,192
Wales,,2021-08-21,184
Wales,,2021-08-22,196
Wales,,2021-08-23,205
Wales,,2021-08-24,216
Wales,,2021-08-25,217
Wales,,2021-08-26,240
Wales,,2021-08-27,242
Wales,,2021-08-28,255
Wales,,2021-08-29,264
Wales,,2021-08-30,287
Wales,,2021-08-31,302
Wales,,2021-09-01,313
Wales,,2021-09-02,322
Wales,,2021-09-03,331
Wales,,2021-09-04,339
Wales,,2021-09-05,349
Wales,,2021-09-06,369
Wales,,2021-09-07,404
Wales,,2021-09-08,428
Wales,,2021-09-09,446
Wales,,2021-09-10,450
Wales,,2021-09-11,457
Wales,,2021-09-12,477
Wales,,2021-09-13,500
Wales,,2021-09-14,505
Wales,,2021-09-15,529
Wales,,2021-09-16,514
Wales,,2021-09-17,512
Wales,,2021-09-18,506
Wales,,2021-09-19,518
Wales,,2021-09-20,532
Wales,,2021-09-21,520
Wales,,2021-09-22,496
Wales,,2021-09-23,480
Wales,,2021-09-24,469
Wales,,2021-09-25,450
Wales,,2021-09-26,454
Wales,,2021-09-27,494
Wales,,2021-09-28,477
Wales,,2021-09-29,480
Wales,,2021-09-30,463
Wales,,2021-10-01,438
Wales,,2021-10-02,451
Wales,,2021-10-03,470
Wales,,2021-10-04,491
Wales,,2021-10-05,470
Wales,,2021-10-06,461
Wales,,2021-10-07,461
Wales,,2021-10-08,461
Wales,,2021-10-09,460
Wales,,2021-10-10,476
Wales,,2021-10-11,496
Wales,,2021-10-12,516
Wales,,2021-10-13,515
Wales,,2021-10-14,541
Wales,,2021-10-15,540
Wales,,2021-10-16,552
Wales,,2021-10-17,575
Wales,,2021-10-18,590
Wales,,2021-10-19,569
Wales,,2021-10-20,596
Wales,,2021-10-21,597
Wales,,2021-10-22,585
Wales,,2021-10-23,590
Wales,,2021-10-24,606
Wales,,2021-10-25,632
Wales,,2021-10-26,658
Wales,,2021-10-27,689
Wales,,2021-10-28,687
Wales,,2021-10-29,686
Wales,,2021-10-30,681
Wales,,2021-10-31,686
Wales,,2021-11-01,691
Wales,,2021-11-02,697
Wales,,2021-11-03,707
Wales,,2021-11-04,686
Wales,,2021-11-05,666
Wales,,2021-11-06,640
Wales,,2021-11-07,647
Wales,,2021-11-08,654
Wales,,2021-11-09,649
Wales,,2021-11-10,641
Wales,,2021-11-11,621
Wales,,2021-11-12,623
Wales,,2021-11-13,594
Wales,,2021-11-14,616
Wales,,2021-11-15,625
Wales,,2021-11-16,594
Wales,,2021-11-17,569
Wales,,2021-11-18,547
Wales,,2021-11-19,536
Wales,,2021-11-20,526
Wales,,2021-11-21,520
Wales,,2021-11-22,524
Wales,,2021-11-23,488
Wales,,2021-11-24,476